REVIEW, STAR RATING, USERNAME, USER LINK
 Loved it! Ignore all the bad fan reviews its great!, 5.0,  Doran F, https://www.rottentomatoes.com/user/id/977055290/
 The numerous failings and flaws of this film have been pointed out so many times in the other audience reviews here, but I feel compelled to speak on a few issues nonetheless: <br><br>A). About "fanboys": Don't dismiss them. Star Wars created fanboys and fanboys are largely responsible for creating the Star Wars blockbuster phenomenon that has lasted for over 40 years. I was 10 years old when Star Wars (A New Hope) first hit theaters, and up to now its goodwill has carried me through, many times groaning (especially with the prequels), but never perturbed as I am now. As I suspect it may be for many, the Last Jedi is the last straw. <br><br>Maybe it is a conscious act by Rian Johnson to kill the past. He certainly seems to be enamored with his own genius in "giving us the Star Wars we needed" as opposed to what we wanted. It seems, however, that he was so busy trying to subvert expectations that he failed to produce a coherent script. Ultimately, Johnson opted to throw the baby out with the bathwater, summarily dismissing 40 years of Star Wars legacy and lore to prove his own brilliance in giving us something unexpected and new. Well, my expectation that the movie would at least honor the Star Wars legacy was certainly subverted, and it appears that many, many people feel the same way. Johnson, Kathleen Kennedy and the TPTB at Disney should not be surprised if by "killing the past" they also end up killing the goodwill the brand has carried for decades. <br><br>B) WTF plot points that haven't been discussed enough:<br>The story is essentially two battles book-ending Rey's long weekend with grumpy grandpa Luke, with everybody else literally trying to keep busy until that is out of the way. And the best Johnson could come up with is a slow chase in space? I, as many other people have, wonder whether he ever saw a Star Wars movie before. Its not just the fanboys and geeks in this camp either, as his script defies basic logic on its own. Set aside that this chase takes place in an established universe where hyperspace travel exists and ships have different speed and weapons capabilities - the absurdity of it all is still highlighted by inconsistent developments in the plot. To wit: <br><br>So Admiral Holdo's big, top secret plan is to limp along until they can all sneak out on transports, go to Crait and use the base to call their friends for help. And in the middle of this, Poe calls Maz Kanata, a known friend of the Resistance, without anyone on his own ship let alone the First Order being the wiser... <br><br>OK, maybe Maz was too busy with her union troubles to forward a message, but did Leia or Holdo not at least contemplate trying to get on the horn with someone they knew? Instead, they sit on their hands while Finn and Rose go on their excellent adventure for 18 hours, using a transport to hyper jump away - again without anyone on their own ship or the FO even noticing... <br><br>Hey, maybe Leia or Holdo or someone else with some juice could have gone to Canto Bight or somewhere to use a pay phone there. Or better yet, they could have tried to get as many VIPs out on all those other transports, that are capable of hyper space travel and no one seems to notice...<br><br>Except for DJ. Who somehow knows Holdo's plan, even though the only people from the Resistance he has met are Rose and Finn, who wouldn't have been there in the first place if they were in any way privy to said plan... <br><br>PURE, LOGIC DEFYING GARBAGE. <br><br>Follow DJ's advice - don't join in this nonsense., 0.5,  Net P, https://www.rottentomatoes.com/user/id/977055096/
 The Last Jedi has killed the whole Star Wars series for me from here on out. The plot is full of holes, lame attempts at humor, and is yet another one time great thing ruined by political correctness/SJW nonsense messaging. Really sad flick, and a waste of my money and time. A bad end (for me) to a series that began as a really uplifting and fun series of stories., 0.5,  , https://www.rottentomatoes.com/user/id/977055256/
 i love it the story was amzing but rose sucked and everything else was awsome exept for the superman scene, 3.0,  gabe g, https://www.rottentomatoes.com/user/id/977030633/
 Top 10 Things We Know After Watching Star Wars: The Last Jedi...<br><br>1. Released Dec 2017. Any critic giving a positive review because a film is 'visually stunning' should be ASHAMED. This isn't 1993's Jurassic Park. This is 2017/18. We can make CGI stormtroopers on our phones!<br>2. Disney decided to use multiple directors for a Star Wars trilogy (seemingly without the two communicating), because continuity in storyline, character development, and overall theme is just boring...<br>3. There is now gravity in space! Resistance fighters have to DROP bombs directly over the First Order ships, and ships slow down when they run out of fuel. Obviously, long ago in a galaxy far away the vacuum of space had gravity.<br>4. Slap stick comedy is now rampant in the Star Wars Universe. Return of the Jedi can now be digitally remastered again!! The force ghosts appearing at the celebration after the Battle of Endor can be played by Larry, Curly, and Mo!<br>5. John Williams still has it! One star for John Williams.<br>6. People can survive the vacuum of space! When opening the bomb bays of the WWII style bomber ships, and when sucked out of an exploded bridge of a resistance ship in the worst Peter Panning moment in cinematic history people survive in space. I mean, space has gravity so it might as well have atmosphere as well..<br>7. "This is Hollywood. No one cares if a move is good as long as it makes money!" --Mark Hamill <br>8. This film did have editors' names listed in the credits. No one is really sure what they actually did, though...<br>9. Star Wars has produced the largest fan base of any movie series--one that has spanned 40 years, three generations, and made billions in merchandise sales. Disney and this director who shall not be named decided to 'kill the past' and 'go in a different direction', because, wait......Why did they do that?<br>10. The audience has spoken. Ep. 8 is the worst Star Wars move ever! As annoying as Jar Jar Binks was, Ep. 1 brought us a terrific Jedi scene. The Last Jedi has no redeeming qualities., 1.0,  James B, https://www.rottentomatoes.com/user/id/977055199/
 Probably the worst of the entire Star Wars series... (Un)funny jokes, bad script, weak characters, and simply insultingly stupid, 1.5,  Kobak K, https://www.rottentomatoes.com/user/id/977055207/
 Terrible story, mediocre acting. Major plot holes within the movie itself and also regarding following up previous movie. Certain plot twists were just cheap gimmicks, and had no place or effect on overall story., 1.0,  Peter H, https://www.rottentomatoes.com/user/id/977055211/
 Confused and Disappointed<br><br>I went to see this movie to the first screening. Waited 2 hours to get the tickets so I would say that Im a fan. After episode 7 I was excited that this might turn out something good. I enjoyed TFA but its far from the best Star Wars movie. I had my hopes up to this one but it destroys everything 7 builds up and these movies ruins everything OT and prequels have done to this franchise. They should have kept George's story and someone else directing the movies. These new movies are missing the "Star Wars feeling" George's Star Wars had. There were good scenes but most of them was ruined with some stupid humour. This made my rating to from 3/5 to 1,5/5. In overall if you are an Star wars fan you will see all the bad and the couple of good things in this movie. If you are an average movie goer, not a fan who has seen the movies 391491 times you will enjoy the movie., 1.5,  Sami K, https://www.rottentomatoes.com/user/id/977055176/
 To quote my son: "I really liked the reclining chairs and the button to move the seat."<br>This film should be hauled away as garbage as a disjointed uninteresting mess.<br>When I saw the original, I was given hope fun and a sense of adventure. NONE of those things exist here. If you are inclined to like the few lines of dialogue that are not somberly slow, then yes, it has a few lines of that - but this basically loses any fun from the original and now takes itself very seriously. I guess that's our age of deconstruction and a dark storyline.<br>From the first scene it proves it is a boring slow paced uninspiring dark sad mess with colloquial phrases (of course attack of the clones calling someone "Dad" started this trend), and reveals what a cash grab this film series has become. Disney has perfected the Pavlovian response and from the years of going to see films just to finish off a series and we all line up. I am done with this crap.<br>The film starts with starts with a childish insult fest between Poe and the Orders general. Really are they that childishly stupid? I guess so. Why not just send them an insulting twitter message?<br>The bomber crews slow strafe to the battleships and the fact that over 100 people disregarded direct orders to retreat show a lack of discipline and faith in their leaders. Leia has lost it, and it shows. <br>With the grabbing of a medallion which seems mystical but is not -- we are supposed to care that the moronic bombardier/gunner is dying and later her sister shows it as a connection. Just the fact that the character could not re-climb a ladder and is kicking the ladder to get a control is not heroic, but idiotic.<br>The next scene of Finn in a plastic bag leaking and NO ONE whom is running past gives a damn.<br>What the hell was that? Funny? No.<br>The fact that the rebellion even exists only shows how their entire cause is lost - the Republic fell in about 2 weeks - must be some crappy administration.<br>And their plan with 400 people is to run - yet as they get picked off, why didn't the order launch EVERY fighter form the half dozen destroyers chasing them?<br>Then when did Leia escape Krypton to learn to fly in space? Stupid.<br>Why can't we tell the head of the entire fighter wing what the plan is? Because. . .I don't know.<br>Don't tell the new Admiral of an idea to stop the tracking - that would make sense!<br>Luke as a bitter old man drinking a creature's milk is weird. Why leave a way to be found if you don't want to be?<br>I agree with him, throw the lightsaber, feh. He's done some am I.<br>Kylo Ren says it best, let it all die - Disney you are doing a great job of that.<br>How is it that Rey knows everything? In the original trilogy it takes 3 movies and time to learn Jedi things - here, 10 minutes. <br>Porgs, which are not named, why are they there? I don't know.<br>I could feel the coldness of the production form that Irish isle myself in the slow pacing.<br>The laziness is also apparent - there is the fight scene in Jedi and the assault on Hoth. And that throne room - if it was any more poorly designed you could have shown the backlot - a red screen. I don't get these story choice in the least - it is so recycled it hurts.<br>The casino scene was entirely unnecessary. In fact, think a moment - if they could escape with miniships in multiple directions at light speed, why didn't they? And again pandering to babies and children the end scene of a kid using a force power to grab a broom looking up to the stars. That's not hope or marketing - it's whining.<br>And as for the rebels - run out of gas and get picked up one by one.<br>The fact that no one answers the rebels distress call only show everyone has moved on -- so should we all., 0.5,  Matthew R, https://www.rottentomatoes.com/user/id/832591234/
 I loved that this Star Wars film had actual meat on its bones, it really explored and commented on the nature of good and evil, not like it's previous films which assumed the nature of good and evil. I thought the acting was great, the script was fun and illuminating, the action up to par. Not sure what folks are upset about, The Last Jedi is a fine film, as good as the last., 4.5,  William D, https://www.rottentomatoes.com/user/id/977055183/
 Wow... I just... don't really have the words for ths. I was not a fan of The Force Awakens, so I waited a while to see this one, but I wasn't expecting something THIS BAD. WTF was Disney thinking with this? The Last Jedi is a total dumpster fire of a mess - filled with over the top humor and lame gags, preachy political and social commentary, and completely lame characters in asisnine situations. I'll say the visuals were impressive and the music was fine (even though it seemed like John Williams just rehashed his entire line up from Empire Strikes Back). <br><br>All in all: This was NOT the Star Wars I was looking for. Disney should be ashamed of making such a ridiculous mockery of Star Wars. Wake up Disney! You gave me some hope after Rogue One, but this... ??? Sheesh!, 0.5,  James W, https://www.rottentomatoes.com/user/id/977055014/
 Cheesey lightsaber duels, poor special effects, weak story, this film was a failure in so many ways! Luke's story is awful. Projection duel? What a weenie way to kill off the franchise's most iconic character? Rey is all of a sudden afraid of Kylo Ren? She beat the snot out of him in the previous flick! Story wandered aimlessly into plots that went nowhere and/or were just dull. I.e. Luke training Rey, The pointless trip looking for the codebreaker, Kylo trying to nuke Luke. This is by far the worst film in the whole franchise!, 1.0,  , https://www.rottentomatoes.com/user/id/977055140/
 The Last Jedi is the most complex story we have seen to date in the Star Wars saga. It breaks the white hat/black hat/light side/dark side formula that we've come to expect. This is not another movie from my or your childhood. That, perhaps, is the problem for a vocal minority of fans who don't like TLJ. Without risking spoilers, characters in TLJ do not act as we expect Star Wars heroes and villains to act. Instead of god-like and faultless heroes, we get failure and disappointment. The villains falter. Just keep in mind that one of if not the most important themes in Star Wars is redemption after the fall. This movie is filled with a lot of the latter and a bit of the former. Failure: dwell upon that notion and think about all of the Jedi masters we have encountered. Remember also that this is the middle of this trilogy's arc and that the heroes we see are not written as gilded statues but as real people with real flaws., 5.0,  Dave H, https://www.rottentomatoes.com/user/id/852923668/
 Doesn't deserve to have the Star Wars title., 0.5,  Chris B, https://www.rottentomatoes.com/user/id/956802747/
 It's the worst Star Wars movie to date; with a couple of memorable moments and too much progressive agenda. Sexual diversity, feminism, minorities, are things that are appreciated when they are natural in history, not when they put on shoehorns. Writers do not understand the universe of star wars, jedi and / or the force. If it were a movie outside of that universe it could have 3 stars; but in the universe of star wars it's a crap., 2.0,  Abysmal letdown.<br>Basically felt most of the movie, like the director and writers were trolling the audience and braking lore and old characters core on purpose..<br>would not see again, will not recommend to anyone.. lost all interest in the franchise, will not go and see episode 9, even for free., ,  juuso s, https://www.rottentomatoes.com/user/id/976951357/
 The finn and rose scenes were a snore fest but the rest of the movie is so awesome that when I look back I forget about it. Also it brought back Luke Skywalker., 3.5,  Steven G, https://www.rottentomatoes.com/user/id/975446247/
 So deeply disappointed right now. I dearly wanted to love this movie. I remember emerging from the theatre stunned, saddened. The reasons are well documented by many here. I never imagined signing up to Rotten Tomatoes but Such was my disappointment at this film, I felt compelled to have my little rant., 0.5,  Mike A, https://www.rottentomatoes.com/user/id/977054866/
 The Last Star Wars movie that I'll ever see., 0.5,  Paul A, https://www.rottentomatoes.com/user/id/976977207/
 the worst feminists propaganda ever, waist of time, 0.5,  Konrad M, https://www.rottentomatoes.com/user/id/977054891/
 So everything that was built up in the previous movie is just ignored. The character of Luke is a completely different person than what we have seen. The main character is not believable at all in terms of what she can do. Hint to movie creators: Flawless characters are boring. The theme of the film seemed to be "women are smart, men are dumb"., 2.0,  Brian V, https://www.rottentomatoes.com/user/id/977054855/
 This movie was so bad, I created a Rotten Tomatoes account just to give it a bad rating. All the problems have been posted already so I'll just leave it at that., ni,  Sean%20 J, https://www.rottentomatoes.com/user/id/977054838/
 I have to be honest and say the people on RT writing a review saying " wow best movie ever! " or similar, and giving 4 or 5 stars.... why dont you take the time to write what you think is so good about this trash movie? the bulk of people that do not like it are doing that. When all you can do is say " great movie loved it! " you look like a troll. List the points of the movie you liked. The rest of us, the majority did not like it and can list point by point why.<br><br>Some glaring things I found insulted my inteligence or tossed out old star wars lore.<br><br>1) C3P0... from TFA to TLJ the timeline is only a few days, maybe a week from the destruction of the first oder star killer. The resistance / rebelion is under sige... but in all this chaos... someone decided to find C3P0 a new matching arm ? ( arm was red in TFA This was more important than...I dont know....suriving the battles with the first order ? " Oh my god were going to die ! But...wait ! C3P0 !....I know your left arm is ok, and it functions... but I cant stand the color....go down to maintence and get a new one to match your other arm! " Is this what has happened amidst all the chaos ??<br><br>2) As has been noted, the humor was stupid, Hux and Poe the telephone call was idiotic, and after that you could not take any of the first order officers as serious characters.<br><br>3) The timeline for TLJ is only a few days from when the resistance destroyed the first order starKiller base from TFA..... in that time the resistance has become a shadow of its former self, no support, no money, no people, no ships....nada. They have been fighting for 40 years, saved the galaxy from Darth Vader, the Emperor, they destroyed 2 death stars and the first order planet killer ....and have no support from the galaxy of people they have been saving " oh yeah, thanks for keeping my planet from being blown up... money ? ...support?? ... yeah...well you know times are tough..sorry cant help you... " At the end of the movie...the resistance now..less 400 people, no ships, no nada...and to hide behind a big metal door the great plan was to send out a message begging for help....seriously ? If no one wanted to help the resistance at its best, no one would be coming when they are at their worst. <br><br>Just 100% shit writing, lazy writing.<br><br>4) Rose and Fin. Underdevoped characters brought in ..it seems for comic relief. Casino planet was a complete waste of time.<br><br>5) The force now....teaches you everthing you need to know. Training ??! Who the fuck needs training ?! Not Rey she know everything, including how to best a jedi master ! And not the kid at the end of the movie moving his broom in ways that took Aniken years to master ! <br><br>6) Luke...the man that can find good in Darth Vader, spare his life... now at a moment of weakness....is going to kill his nephew, his sisters and best friends son...because he has dark thoughts...? Did the idiot writer not read a book, or see any of the previous movies ? What ? This is good writing ? this is good character developement ? This is ...new ? it is beyond stupid.<br><br>7) Leia....never using the force for anything, cant use the force to find Luke....but in one moment when she is sucked into the vacume of space, can become the most powerful jedi or sith that has ever lived before or since? Wow... more shit writing, just for have a extra movie subplot? Or what?<br><br>8) Snoke.... dont know where he came from, how he took over power, who trained him...nada. There is no mention of his name in any of the previous movies, books, cartoons nothing. A character with no backstory, killed off. <br><br>9) Yoda, now is almost a god. He can command lighting to destroy things. Where the fuck was he, if he was so powerful to give Luke some tutoring when he was teaching his students?' Where was Obi Wan ? They let him fuck up with his students, and basicaly from that mistake the first order rises up.... and ..they leave him a lone in his depression on the island... But ! yod decides to come out of ...hiding ? And tell Luke the old jedi books are no longer important, and uses the force to burn the old books ? Seriously ? <br><br>10) The Knights of Ren are....where ? Anyone know ? <br><br>11) Kylo Ren and Fin, at the end of TFA are both very injured, now, a few days later in TLJ... they are ok ? <br><br>12) sub plots with no point, misplaced humor, no character development or very poor use of characters. Captain Phasma..what a waste.<br><br>13) Social messages...... we need this in a star wars movie ? Men are evil, or stupid or both. Rich people are all bad and cant be trusted...? This last part I find almost funny, coming from people like Kathleen Kennedy and the Disney executives...these people make more in 1 week than most people will see in 5 lifetimes... but, obviosly they do not consider themselves as rich / wealthy.<br><br>I can go one and on, and on, as to why this movie is so terrible, just as so many other people have. it is a shit movie, on its own it is a shit movie, as a star wars movie it is a disgrace. <br><br>If you are making comments...and if somehow you feel this movie is good, and seriously worth more than 1 star ....for fuck sake tell all of us that cant stant this movie, why you liked it. <br><br>Dont be a troll to try to push up the rating on RT, it makes you look like a complete fool. if you have time to make a positive review, then you have time to write point by point and explain why<br><br>I give 1/2 a star for good visuals and music, the rest of the movie is trash., 0.5,  Albert B, https://www.rottentomatoes.com/user/id/977043214/
 The summary? Meh. It is an utterly beautiful film with incredible production values, and sound and visual moments that will truly make you lost for words. They use music and sound (and most importantly silence) to set the scene well. For the most part the characters are good, although they really needed to narrow down the number of simultaneous plot lines in order to make us properly buy in to the characters.<br>But. And it is a big but! The story is honestly terrible. I don't mean from the Star Wars fanboy 'oh Luke wouldn't have done this or that', but in a more general sense. The timelines make no sense whatsoever, and the number of plotlines prevent us properly investing in any of them. <br>All in all, it is a passable sci-fi film, but a disappointing Star Wars one., 2.5,  Sam C, https://www.rottentomatoes.com/user/id/977054809/
 It Preaches on social topics Irrelevant to the Star Wars story, 2.0,  Eric A, https://www.rottentomatoes.com/user/id/977054832/
 Terrible ending. General hux not a believable bad guy. I am done with star wars. Children will like this., 1.5,  J T, https://www.rottentomatoes.com/user/id/977054831/
 Taken in isolation as a standalone film this is poorly written and edited. I was bored at the incredulous and lazy script within 10 minutes. I rate it at 2 out of 5 on that basis. However if you are a StarWars fan and/or want to experience this as part of a bigger story it is even worse. Great actors. Dazzling effects. Beautiful soundtrack. Unique and invaluable legacy of the earlier films (including Episode 7 which was pretty good). All trashed by disastrous script, storytelling and editing. I cannot understand how this is even possible. Has Disney just bought the single film franchise with the most potential and trashed it? No coming back from this one I'm afraid Disney....This film has turned most fans and film lovers off StarWars for good. Well done., 2.0,  J M, https://www.rottentomatoes.com/user/id/977054791/
 Had a lot of potential but didn't deliver., 0.5,  waleed%20 m, https://www.rottentomatoes.com/user/id/977054798/
 Steaming pile of bantha poodoo., 0.5,  Darth C, https://www.rottentomatoes.com/user/id/976938950/
 The worst Star Wars movie ever. So many plot holes. Nothing was built off the previous film. It's almost like the force awakens never happened. I thought the second movie was supposed to build off the first? How could Disney executives allow this film to be made?, 0.5,  , https://www.rottentomatoes.com/user/id/977054786/
 A lot of the value of a movie franchise is in its continuity. Regretfully the Last Jedi has fails to maintain continuity with the Star Wars Universe, with in the trilogy to which it belongs, but most importantly within the movie itself. The premises for the story and the plot devices are simply not believable and poorly thought out. There are entire sequences which could easily be edited out with no loss to the story. The characters are not very engaging and it is hard to see how they are going to evolve. The protagonist herself has no more growing or development to do. The villains have no real presence. Admittedly the movie is in a fantasy setting, but some realism and consistency in the physics of the movie does help in the immersion of the audience. Perhaps the director should have consulted with his local high school physics teacher early on in the production., 0.5,  , https://www.rottentomatoes.com/user/id/977054738/
 + nice graphics<br>+ good work of John Williams <br><br>- RUINED THE IMAGE OF LUKE SKYWALKER<br>- messed up story ( even worse then episode I II III )<br>- waste of characters<br>- waste of new charaters<br>- the have no rules anymore<br>- plot holes <br>- plot holes<br>- plot holes<br>- POOOORGS, 0.5,  , https://www.rottentomatoes.com/user/id/977054755/
 What a disgrace. So many plot holes. The writer/director totally ruined misunderstood Luke Skywalker's character.<br>What an utter disappointment., 2.5,  , https://www.rottentomatoes.com/user/id/976767608/
 Star Wars finally grows up., 5.0,  Fiachra H, https://www.rottentomatoes.com/user/id/977054754/
 Lots of great special effects and moments, but the story was disjointed and provided little expansion on the threads left hanging from 'Force Awakens.' It's best not to know anything about Star Wars if you're going to watch this and enjoy it., 2.5,  Jeffrey M, https://www.rottentomatoes.com/user/id/901801241/
 clearly the writing team between this new trilogy was entirely disjointed and went into this without a good plan, aside from basic plot it barely seemed like a follow up to TFA. Characters entirely mistreated and basically an entire waste of time with several pointless subplots., 2.0,  Austin J, https://www.rottentomatoes.com/user/id/918436366/
 Just a big insult to star wars, too much politics involved in this movie. shame on you disney, 1.0,  Rene V, https://www.rottentomatoes.com/user/id/977055088/
 Some good moments, but all in all Hollywood entertainment with little depth and lot of lost opportunities to create a deep evergreen as original is., 3.5,  Dra?ko I, https://www.rottentomatoes.com/user/id/818043931/
 An excellent film. Obviously a few things to pick apart but on the whole a film which had good development of the characters (especially Luke), good humour and a great light saber battle scene... which is what we all want!, 5.0,  Tony C, https://www.rottentomatoes.com/user/id/976954770/
 Being an avid Star Wars fan from the beginning, I knew 5 minutes in I was not going to like this one. I tried really hard to look for something redeeming, but thelonger it went on the more annoyed I became. I can picture arguments in the back room between Disney and the Director/Writers with Disney winning of course. I'm having a hard time thinking of this crap as "Star Wars" as it doesn't feel the same and the story line and characters are just not that interetsing., 2.0,  jen k, https://www.rottentomatoes.com/user/id/977055033/
