REVIEW, RATING, USERNAME, USER LINK, DATE, SUPER-REVIEWER STATUS
 Thought it was a bunch of mumbo-jumbo thats true all of it the last jedi is worst star wars film ever im sorry for bad reviewbut truth been told it failed :(, 2.0,  atiff h, https://www.rottentomatoes.com/user/id/976947150/, January 29 2018, 
 Unbelievable what Disney have done with the Luke Skywalker character!!!!!!!this trilogy will be forgotten about entirely in a couple of years!my star wars story ends with return of the Jedi at least then it gives the characters a better ending &amp the respect they deserve!!! Not like this garbage that has no character development and totally disrespects everything that came before it.<br>The director Rian Johnson basically rips off the Empire strikes back &amp Return of the Jedi!!!!!and has no clue whatsoever on how to make a star wars film.<br>Overall........disgusted!!!!!!!, 1.0,  , https://www.rottentomatoes.com/user/id/977080340/, January 29 2018, 
 Rian Johnson ruined star wars, 0.5,  Jared F, https://www.rottentomatoes.com/user/id/977080371/, January 29 2018, 
 This movie is a colossal disappointing failure. I cannot begin to type how many problems surround this gigantic pile of garbage., 1.0,  matt b, https://www.rottentomatoes.com/user/id/977016806/, January 29 2018, 
 This movie took all of Luke's growth as a jedi we saw in the original trilogy and tossed it over its shoulder down a cliff., 2.0,  Daniel B, https://www.rottentomatoes.com/user/id/977080256/, January 29 2018, 
 Changed score to 1 star beacues read they dont count 05 star. Hope audience score fall to 25% as it should be<br><br>Good for young audience. Old Star Wars fan will never forgive for what you've done with greatest hero Luke. This film doesn't refer to whole past of Star Wars even not with episode VII., 1.0,  Pawel Z, https://www.rottentomatoes.com/user/id/976996650/, January 29 2018, 
 A complete mess of a movie that includes every dumb trope from modern politicsed movie making whilst also destroys everything that was interesting and uplifting about the franchise., 1.0,  S C, https://www.rottentomatoes.com/user/id/977080239/, January 29 2018, 
 Mary Poppins in space? What a joke!, 0.5,  James M, https://www.rottentomatoes.com/user/id/976980250/, January 29 2018, 
 destroys every anticipation you had from TFA. and destroys the legacy of the original series. not to mention filled with feminist propaganda, 1.0,  Bryan Q, https://www.rottentomatoes.com/user/id/922215269/, January 29 2018, 
 The cool effects and good acting could not salvage a really bad story.<br>This Movie failed from editing room and by the hands of the Director., 0.5,  , https://www.rottentomatoes.com/user/id/977080211/, January 29 2018, 
 This film is "perfect", 5.0,  Andy frowaa J, https://www.rottentomatoes.com/user/id/977080204/, January 29 2018, 
 Nothing more than a political piece for SJW peeps. So sad to see Disney destroying such a loved franchise., 1.0,  Benjamin M, https://www.rottentomatoes.com/user/id/909806241/, January 29 2018, 
 I went into this movie not knowing of the director change from The Force Awakens to The Last Jedi but it took probably 30 minutes until I realized something was way off. I am not a huge Star Wars "nerd" so it would be pretty easy to entertain me without let down much like TFA did. However this movie had me leaving the theaters very confused. What the F did I just watch was the main feeling. When I realized it wasn't JJ Abrams directing/writing I started investigating. Rian Johnson was apparently beat up by Jedi as a kid and this is his payback. Rian's attempt to create something NEW and different ended up with a mess of a movie. You can read all the other reviews they are not lying. ROSE sucks as a character and isn't so much as annoying as she is completely pointless. Finn sucks in this movie too and him and REY are not together at all. No point to their friendship/chemistry from TFA. He has a new GF now ROSE! Downgrade for sure. I had thought Rose was a lesbian whose lover died in the beginning. It was her sister I guess but who cares. Her sister had a more important role in the movie than her and she blew herself up in the first 5 minutes. I could go into almost every scene and critique it for being either stupid plot hole or it going against everything we saw in the original 3 or the last movie (Snoke Plasma Rey are all pointless I guess and Luke and Leia are both killing kids/space flying respectively) but I don't want this movie to waste anymore of my time.<br><br>1 star because I read RT doesn't count 1/2 stars. They are too busy buying off the "real" critics it seems., 1.0,  Cole E, https://www.rottentomatoes.com/user/id/977079941/, January 29 2018, 
 For me this movie get a solid 8/10! Now it is definitely no masterpiece far FAR from perfect There are a lot of plot holes subplots from Force Awakens are dropped the comedy is so pointless and there's just moments in there and I was beginning to worry that it would get even worse but it didn't. It's true that The Last Jedi is full of problems but it has a lot of amazing things that make up for those flaws: Mark Hamill's performance is amazing a fitting send-off to Carrie Fisher Addresses flaws to the Jedi And The Rebellion It's Genuinely Unpredictable it has the best lightsaber fight i've seen in a long time and the best starship battle i' Seen in a long time it has Amazing Cinematography just the right amount of Porgs (those little chicken-Bird things aka they're so cute and adorable... and tastes like chicken) the message of hope is as relevant as ever and a rejection of Nostalgia! In the end there is a lot to enjoy in this movie and I could say a lot of bad things about it but that doesn't mean I didn't enjoy it in fact I liked it a lot. The CGI And the backgrounds are spot on and very beautiful to look at. The Last Jedi is one of the most beautiful looking Star Wars films i' Seen to date and not one that would appeal to all the fans which is why I say that the movie gets a 4 star rating (8/10)!, 4.0,  Micah%20 B, https://www.rottentomatoes.com/user/id/977080170/, January 29 2018, 
 Absolutely dire.<br>Words escape me how truly abysmal this film is.<br>My 40 year love affair with Star Wars is finally over., 0.5,  John M, https://www.rottentomatoes.com/user/id/814999892/, January 29 2018, 
 Even Jar Jar would turn in his grave. Star Wars is officially dead., 0.5,  , https://www.rottentomatoes.com/user/id/977080183/, January 29 2018, 
 t is well shot and skillfully directed I will give Ryan J that much. In addition the performances are all good to superb. However if you are someone for whom the original trilogy was a defining aspect of your childhood or understand good filmmaking at a basic level I can't see how you can like this. It's not that the film is terrible it's worse than that it's just nothing. It's lifeless awkward politically correct and utterly vacuous. It doesn't say or do anything new or interesting and worse it eschews not only the established SW universe but even the majority of the plot lines established in the previous film.<br>I gues it is its a "fresh new direction" Like when we get to see the most hopeful and optimistic character in the SW universe literally the only one who saw good in Darth Vader and managed to turn him to the light sense darkness in Kylo so............. he contemplates murdering the child of his best friend and sister in his sleep then runs from the conflict and decides to become a hermit and shut himself off from the force taking up the milking of alien sea cows and pole vault spearfishing. One of the more loved secondary characters Admiral Ackbar was replaced by purple hair so that KK could have yet another strong woman and Ryan couldn't even get that right managing to have her inexplicably forget to mention her master plan to abandon ship and escape to the secret base so that we could have the secondary drama of Poe's Mutiny. Then there's "no airlock required" Mary Poppins Leia Machine Gun BB-8 who can also apparently tie up security guards off camera the 45 min of pointless casino planet it truly is a hot mess. What a shame that this is the direction KK has allowed the franchise to take. Any one of a hundred EU novels or even some fan fiction would have been better than this garbage. Disney - you have unlimited resources - Put talented writers take control of the overall story progression and stop allowing kids who don't understand star wars from taking the series in any more "fresh" and "bold" new directions., 1.0,  Strong B, https://www.rottentomatoes.com/user/id/928578635/, January 29 2018, 
 All of the grandeur all of the emotion all of the gravitas seen in the original Star Wars trilogy is conspicuously absent here:<br><br>The worst Star Wars film (so far).<br><br>When I heard this film was 2.5 hours long I was thrilled at the thought of all of the great things it would bring. But it brought nothing positive at all.<br><br>The story set up in The Force Awakens has been ignored mostly or its been treated in a really negative and subversive way.<br><br>It leaves no investment for Episode 9. None. And this is allegedly part 2 of a trilogy. But it doesn't advance the story apart from one character (but only just).<br><br>I am really disappointed., 1.0,  PJ U, https://www.rottentomatoes.com/user/id/977080145/, January 29 2018, 
 I don't know why people are jumping on the bandwagon of hate for this film..., 5.0,  , https://www.rottentomatoes.com/user/id/977080161/, January 29 2018, 
 How did this screenplay even make it past the editing table? This movie is full of plot holes bigger than The Supremacy overplayed humor and a complete lack of respect for Star Wars lore characters and fans of the franchize. 0/5 Will not see again will not purchase will not go see any Star Wars movie directed by Rian Johnson in the future. This was a JOKE and as with many of the "slapstick" moments in the movie I am not laughing., 0.5,  Erin L, https://www.rottentomatoes.com/user/id/977080151/, January 29 2018, 
 This has the superficial appearance of a Star Wars film but lacks any plot character growth tension and has annoying characters that do things that do not make any sense. Sadly this film should have been much better give the wealth of source material and the legion of fans who care about the series. It succeeds in cutting itself off from the Star Wars that we know. Why it's called episode 8 is beyond me. I guess the plan is now to have an endless pararade of films called Star Wars for the sake of making money and trying to be politically correct. The professional critics who rate so highly this film should be ashamed., 1.5,  Aloke D, https://www.rottentomatoes.com/user/id/964158919/, January 29 2018, 
 SOME SPOILERS. This movie while having some problems with tone and pacing doesn't deserve the level of vitriol being thrown against it. Admittedly I understand. For awhile I was right there with everyone who is posting negative reviews. I even created an account and rated it low. Like Mark Hamill I initially fundamentally disagreed with the direction that took Luke's character. But then I saw it again and like Hamill I appreciated the nuance and development that was expressed. It took a second viewing to understand what this movie did right and what it was trying to do. This comes from a life long Star Wars fan. I feel bad that I initially trashed it. Watch it again and your perception may change. As I said I disagree with some of the pacing and storyline decisions (purple hair Canto Bight some politicizing and Rose saving Finn I am looking at you) but this movie actually does a lot of things right and cleans the slate for the Star Wars universe to go in any direction. We don't have a Vader clone in Kylo Ren we don't have a carbon copy Palaptine. We have a Skywalker that is a supreme commander and lowly woman from a backwater planet with no special lineage as the one standing against someone from a powerful bloodline. We have probably the best pilot we have seen in a Star Wars movie in Poe Dameron who is not an Antilles/Solo copy who goes from brash hothead to capable leader. We have an immensely outgunned resistance in a small "ark" trying to carry the light of hope. Sure there were issues. There are always issues in Star Wars movies and anyone that says otherwise is looking through rose-colored glasses. This was the most nuanced and deep Star Wars movie that has been released and when the dust settles and tempers calm may go down as being on par with Empire in the future.<br><br>**UPDATED for correction and added a comment about Poe Dameron. And speaking of Poe Dameron I would like to offer a rebuttal against some of the criticisms suggesting that the Last Jedi was merely a feminist hit piece against masculinity. Although I understand how someone can try to make that claim bear in mind that  toward the end of movie Leia when asked for guidance by the surviving resistance points to Poe and says "follow him". I don't believe that this was an attack on masculinity but a lesson on wisdom versus recklessness and what it takes to be a leader. Remember that in Return of the Jedi Yoda had the same lesson for Luke ("You are reckless"). He wasn't attacking Luke's masculinity but his immaturity. This lesson whether it comes form a female character or a little green puppet is a timeless one. Please bear in mind that the female characters are not perfect either. Rey while accused of being a mary sue with no character flaws screws up in a big way by not heeding Luke's advice and recklessly flying off like he did in ROTJ.<br><br>LAST UPDATE. Let's talk about Luke since this seems to be one of the main reasons that people are disliking the movie. As I said above initially I was right there with everyone. I thought they utterly screwed up his character and I was pissed. So pissed in fact that I made account on review sites trashed the move and signed a dumb petition. But I was wrong. Think about it this way.. Who hasn't contemplated what they would do if they could go back in time and kill Hitler before he rose to power. That's the dilema that Luke was facing. It's not as some suggest that he sensed a little bit of darkness in Ben and decided to go full-on murder spree. Yes. This is the man who sacrificed everything to save his father. This is the man who for the duration of the OT trusted his instincts (They "served him well"). In that moment he saw what Kylo would become. A tyrant that would undo everything that he and his friends fought and lost so much for. Someone that could plunge the galaxy into a new dictatorship killing millions and bringing darkness. For one second his instincts told him to strike him down. But you know what? This is a wiser Luke still human and flawed but someone who now knows that following "feelings" isn't always the best course of action. You need wisdom and patience. He might have thought about it for one second but that second passes. Is this really out of character or does it show a very nuanced character growth? For me after thinking it through it shows the latter.<br><br>Some people had a problem with him not showing up in person to defend the resistance against the First Order. First I don't think he could his X-wing seemed to be beyond repair at the point but more importantly what he did reflected the wisdom of a Jedi Master. If he showed up one of two things would have happened. He would have either killed Kylo Ren robbing him of any redemption or he would have been struck down robbing the resistance of any remaining hope that they had. By projecting himself across the galaxy he not only showed himself to be the most powerful force user that we have ever seen he also became something more than a man. He became a symbol and a legendary hero. Is that really a bad way to end Luke's journey?<br><br>For the record and for full disclosure. I am a conservative and while I do feel that there was some politicizing going on in the Canto Bight sequence I would suggest you can also look at it from another perspective. Rather than being an "anti-capitalist" hit piece you can also view it has a commentary on immoral individuals playing both sides of a conflict rather than making a stand for freedom against tyranny (selling weapons to both factions). I still think the sequence was a bit preachy and unnecessary and slowed the pacing of the movie., 4.5,  Steven S, https://www.rottentomatoes.com/user/id/977044800/, January 29 2018, 
 The diverging plots felt sloppy and uncoordinated the humor forced and the political messaging heavy-handed. It makes up rules as it goes along without explanation so that you more often end up asking "Wait what?" than go "Wow that's interesting." This isn't because people can't handle new revelations about how the universe works. It's because in this movie they aren't revelations they're just big dramatic plot devices. The end leaves you with no excitement for episode 9 as things seem to be unfolding at random. Overall Last Jedi is a flashy fast-paced mess that feels like a product not a story., 2.0,  Jay A, https://www.rottentomatoes.com/user/id/977080092/, January 29 2018, 
 A movie of missed opportunities lot of plot holes inconsistent sacrifice of key characters of the original trilogy without meaning no hero-arch for the new main character. I didn't like TFA but at least JJ Abrams did set up elements to promote the storyline in the next episodes. Rian Johnson screw over this. To sum this up in two words: BAD WRITING. Transformers 3 has better storyline than this. I have no interest in 9 or Solo movies., 2.5,  Savvas P, https://www.rottentomatoes.com/user/id/977080012/, January 29 2018, 
 Liked that it was Star Wars. But I just hated the movie. Sorry that's just how I felt., 2.0,  Andrew S, https://www.rottentomatoes.com/user/id/962334605/, January 29 2018, 
 Star Wars the Last Jedi is THE worse Star Wars film (Yes. Worse than The Phantom Menace).<br><br>All Star Wars movies are flawed. New Hope had Storm Troopers bumping their heads. The prequels had bad acting and midichlorians. None of these things in of themselves made these movies unwatchable.<br><br>I will never re-watch Last Jedi.....Go see Jumanji.<br><br>Last Jedi was not a Star Wars movie. Some fans seem to appreciate this - it was so different. It was an Rian Johnson masturbatory movie that happened to be set in the Star Wars universe. It was a Rian Johnson screw you to the true fans.<br><br>If you love ill-placed comedy that takes you of dramatic scenes well this is your movie.<br><br>If you love shocking contrived M Night Shyamalyan moments every 15 minutes then go see this movie.<br><br>If you like flying Jedi. Go see this film.<br><br>Otherwise the bewildering dumb main plot will insult your intelligence.<br>The way Luke is treated will anger you.<br>The socially motivated casino side adventure that seems to take up half the film and ultimately serves no point to the overall plot will bore you. (Go get popcorn here).<br>Unanswered questions created in Force Awakens will not be answered and the director doesn't seem to be aware that movie ever happened.<br>Empty characters like Rey and Finn literally develop news skills with no training or explanation.<br><br>Do not see this poorly directed and poorly written film. Just don't., 1.0,  , https://www.rottentomatoes.com/user/id/977080050/, January 29 2018, 
 I agree with almost every negative complaint that has been said about this movie. <br><br>Hollywood has forgotten how to tell stories that are meaningful and inspiring and have replaced it with diversity quotas leftist/sjw political themes and abolishing the heart of the original Star Wars universe. Absolute trash. This film is not cannon. <br><br>Also there are some sketching things going on with how this film is covered. Large format media outlets paint the film backlash as a small minority. I don't believe this to be true after reading reviews and general audience response. Who are these people who think the film is good? I haven't met them. The "small minority" is near everyone. I wouldn't be surprised if the rotten tomato audience rating drops below 30% in time. <br><br>This isn't just a bad film it undoes everything episides 1-7 have established. Absolute disgrace., 1.0,  alex h, https://www.rottentomatoes.com/user/id/977080077/, January 29 2018, 
