 It has been a few years since this abomination came out. But I recently wrote a review for TLJ and I am probably going to write a review for the other SW films. But this one in particular is a horrid excuse for a film. <br><br>I will explain. First this nothing but a rehash of episode 4. But more creatively bankrupt and disgusting. And it irritates me to no end when I see/n the "apologists" for this crap over the years. The excuses that pour out of these morons are putrid! Like<br><br>"they needed to rehash it because they wanted to bring fans back that didn't like the prequels!"<br>"It needed to be done to show that SW can be exciting!" <br>"they needed to reboot it for the newer generations benefit!" <br><br><br>Even Jar Jar Abrams has admitted to rehashing it. So he basically said the he had to "play it safe" to get fans back. Uh...NO! When I see morons say how they had to "play it safe" they are just admitting that they love laziness and used ideas. Well you got another OT now you whiny rejects. Are you happy with the same crap over and over? Never mind you are! And when or if episode 10 rolls around I am very positive that they will have another trilogy of rebels vs the mighty empire. Because it is obvious that all these morons want is more of the same. <br><br>I could go on but my point is that the "apologists" bend over backwards to excuse laziness. The only obligation they had to do was to make a sequel to ROTJ. But the idiots that enjoy this drivel like being patronized by a corporate entity. They basically tried to "buy" fans back by giving them reheated left overs and calling it "new." These people who bought into it are pathetic! <br><br>Disney and LFL basically were selling the new generation used experiences. Like "hey kids? Do you want to feel the way your parents felt when the first seen SW?" This is basically robbing the newer generation of their OWN authentic experiences. That is pretty low. But since Disney and LFL apparently have no balls they just gave the world the OT 2.0. And the idiots just fell in love with the same old stuff. Some for the first time and some for the second time. With how TLJ came out they don't really do original all too well. <br><br><br>But the biggest issue for me was how they treated the force in this. MaRey Sue uses the force with 0 training. That is right. 0 training! I did pay attention to the film though. As many who claim to "love" it have not. Because it took me all but one line of dialogue to figure this out. <br><br>Kylo Ren to Snoke: She is UNTRAINED! But stronger then she knows! <br><br>See? One line of dialogue. Did that stop all the "Reytards" from wasting 2 years thinking up every excuse to try to explain how she did what she did? Nope. I had to argue for those 2 years telling these cretins that she was untrained . If they actually paid attention they wouldn't have made themselves look like tools making excuses when it was spelled out for them in the film. <br><br><br>And nice what they did to Han eh? He went back to being a smuggler. But he also became a dead beat dad too! Then killed by his own son. After knowing his son had "too much Vader" in him Han tries to talk him into coming home like he was a 10 year old that was mad because he didn't want to leave the arcade. But Han knew he wasn't coming home and I guess he got what he knew he would get. <br><br><br>And then General Leia. She was a general in the OT and also in the ST. Now that is character development right there.../S<br><br><br>Finn is the worst character in the SW universe. Well he is tied with Rose now. But in TFA he basically gets shell shock on his first mission without even firing a shot. And then he wants to run from the FO because?...Reasons? I guess this is where the new books have to be taken into account. That is what the fans of this drek seem to tell you when something doesn't get explained. You basically need a manual to watch a movie now with these new ones. I know he didn't want to kill for the FO anymore. Not that he ever did in the first place. Because Jakku was his first mission. But he will kill for anyone else without thinking twice. <br><br><br>Then we have Maz. She was the one in all her infinite wisdom to yell out "HAN SOLO!" in a crowded bar knowing he has a a price on his head and also brings BB-8 with him knowing the FO is looking for it. But back to Maz. When they are sitting at the table talking she tells all of them that they must fight the FO! Then the FO brings the fight to her doorstep. And where is big game talking Maz? Oh yeah she is hiding away somewhere. <br><br><br>But this has been long enough already. I am pretty bored just thinking about TFA. Garbage movie for garbage lovers! Oh and these new Disney movies are made for the "Veruca Salt" generation. The "I want it now" ones.<br><br>"Real sets! Practical and tangible sets"...Blah blah blah! It is hillariious how some morons bought into this. TFA was a CGI fest covered turd and the idiots bought it. Disney and co. lied to your faces! They basically bent you over and had their way with you and since you are drones you took it all and asked for seconds. SMFH... So how did all that "going back to the old school" BS work out for ya? I bet you are feeling mighty stupid right about now? Disney will keep on lying and the morons will keep buyin'!, 1.0,  Gabber C, https://www.rottentomatoes.com/user/id/977088517/, March 13 2018, N/A
 Nothing is Good about this film. not once scene. not even the things we love from previous films like the falcon leia han solo chewbacca luke... all those things suck in this film. it's worse than a fanfic, 0.5,  KRM K, https://www.rottentomatoes.com/user/id/977163180/, March 13 2018, N/A
 Pure garbage. Horribly written characters bad dialogue literally just a joke., 0.5,  J L, https://www.rottentomatoes.com/user/id/977162194/, March 13 2018, N/A
 Just a re-hash of episode IV with a 'Mary Sue' main character and poor script writing. In honesty after hearing that J.J. Abrams was involved with this film I wasn't holding out much hope that the film would have an original plot., 1.0,  Andrew W, https://www.rottentomatoes.com/user/id/977034952/, March 12 2018, N/A
 Mostly a recycled plot but with some good new ideas and good characters. I really liked finn poe and rey. But just a little to much borrowed from the previous trilogy, 4.0,  Jason M, https://www.rottentomatoes.com/user/id/977018201/, March 12 2018, N/A
 Complete rip off of a new Hope. REVISITED this movie after the ABOMINATION that was the last jedi. I give it half a star - the same mark as TLJ. both movies must be interpreted together aka dumb and dumber., 0.5,  Amos H, https://www.rottentomatoes.com/user/id/977160820/, March 12 2018, N/A
 Crappy. Ruined the lore. Just a crappy remake, 0.5,  David F, https://www.rottentomatoes.com/user/id/958412707/, March 11 2018, N/A
 This was one of the best star wars movies and one movie that can never be forgotten., 5.0,  Ishaan G, https://www.rottentomatoes.com/user/id/977158740/, March 10 2018, N/A
 Force awakens was a good movie I was glad to have the taste of the badly made prequels washed out of my mouth. The original cast was back john williams did a great job with the score and the film used real sets creatures real film and original lenses used in new hope. there wasn't bad cgi real emotional light saber battles and overall good acting loved the new characters and this film delivers. However the script relied too close to the original new hope formula i think it works because this is a reboot but in subsequent films the directors and writers will hopefully take the series in another direction i don't want to see a remake of empire/jedi. would be nice to see some new original stories., 4.0,  Oliver G, https://www.rottentomatoes.com/user/id/976979342/, March 10 2018, N/A
 +Absolutely great music<br>+KYlo ren and finn are interesting new characters<br><br>-too similar to episode 4<br>-rey is a mary sue<br>-the lightsaber battle doesnt really fit and feels like it is just there so we have an epic finale, 3.5,  , https://www.rottentomatoes.com/user/id/977152088/, March 7 2018, N/A
 A New Hope for Star Wars<br>The copycatting of A New Hope starts the moment the opening crawl starts and we are supposed to accept that the New Republic government is actually the Resistance and in an underdog position to the First Order (who are in fact the real rebels in this case) and continues with a hero on a desert planet (that it is not Tatooine in this case only makes it more obvious to me). Is that a problem? Hell no! Star Wars is back and all is forgiven.<br>The story may not be super original but it does a good job introducing the new characters and linking them to the old characters in a story that passes the torch of heroism from the old to the new generation. Visuals sounds locations spaceships creatures and droids are everything you would expect from a Star Wars movie and the new cast makes a strong impression. Are there any doubts? Well yes. Kylo Ren makes a very good first impression as the new villain but actually becomes weaker as the movie progresses losing to brand new untrained and unguided force user Rey in a mental and later a lightsaber duel. But he seems to have a soft spot for Rey somehow and was just wounded by Chewbacca after killing his father when the lightsaber dual went down right? Also there must be something we don't know about Rey that explains not so much her sensitivity to the force as her ability to use it right? We can forget all that for now and just enjoy the ride answers will be provided further along in the new trilogy. And a good ride it is even after watching it several times in theaters and at home!<br> As you've probably guessed I'm writing this review after seeing The Last Jedi but also after re-watching The Force Awakens after that again and I'm happy to say that I still like it enough to give it 5 stars. I believe it deserves that as a reboot of the Star Wars saga and a first chapter of a new trilogy. In a well thought out trilogy the first chapter needs to leave us with some questions unanswered as a setup for the story lines of the next chapters., 5.0,  Farth D, https://www.rottentomatoes.com/user/id/977150277/, March 6 2018, N/A
 This movie is rated better than prequels? I don't agree.<br><br>If you belong to the audience that tends to spend money on movies like Avengers or Transformers it is not a big surprise that you won't mind the plot holes or the unoriginality of this movie. I congratulate you! You were J. J. Abram's targeted audience and you are in the majority of the people. But once you find passion for cinematography and narrative you might find some of the choices done by directors like J. J. Abrams not to your liking. It's like that in all forms of art.<br><br>The question we should all ask ourselves should be: <br>- Do we want an art that: <br>1. tries to imitate proven old things works on nostalgy and generally tries to attract the widest audience by employing simple techniques or...<br>2. ...or do we want an art that delves into the unknown works on imagination and generally tries to distinguish itself from all the rest?<br>I know my answer. And this movie doesn't promote it., 0.5,  , https://www.rottentomatoes.com/user/id/977149323/, March 5 2018, N/A
 The Force Awakens is the most stylish and dynamic Star Wars movie yet. Don't complain about the rehashing it's been happening since Return of the Jedi. You knew what you were getting into., 4.0,  davis b, https://www.rottentomatoes.com/user/id/977016026/, March 4 2018, N/A
 A retelling of a new Hope with good questions the last Jedi destroyed :-) What luck I have since 1977 that the following films were good :-) With the precuels began the bad writing. When Disney bought Star Wars I got scared but TFA was not bad and Rogue One was great. I thought - luckily - Disney is going the right way :-) And then came The last Jedi and my fear was confirmed. I guessed that Disney's comic Mary Sue - I can do it all right now - transmits cartoons to Star Wars movies.<br>So sad so sad ... bring back my beloved Luke.... <br><br>or let him most honorably die for the old and new audience. But too late :-) All new Star Wars fans I wish a lot of fun with the knowledge that you will never get the good feeling of the old fans of 1977. Beware that the new Star Wars movies will not be a mix of Marvel - Guardians of the Galaxy - Mary Poppins - Cinderella., 3.0,  Frank B, https://www.rottentomatoes.com/user/id/977079793/, March 4 2018, N/A
 Abysmal rehash of a New Hope Jar Jar Abrams should be banned from writing anything ever again. He's the one who really killed Star Wars Rian Johnson just twisted the knife and of course they both acted under orders from Kathleen Empress Kennedy. Fuck Disney's '''''Star wars""", 0.5,  Milton A, https://www.rottentomatoes.com/user/id/975672807/, March 3 2018, N/A
 This movie was garbage both as a movie on its own and as a Star Wars movie. It is an empty husk of a plot as a sterile corporate money grab. I would rather drink my own vomit while watching the prequels than seeing this dumpster fire again. The prequels are masterpieces and premium content compared to this.<br><br>There is no plot and the only non-flat character is the bad guy. The movie only superficially copies the original and shows a lack of understanding what actually made it a worthwhile movie. It wasn't a scoundrel it was a scoundrel growing and changing and seeing more and more of a complex character than there is at the start. Luke grows from a whiny orphan to seeing his murdered aunt and uncle and watching his recently father figure be murdered in front of his eyes and taking on the mantle of a cause. And his use of the force was reasonable to not getting shocked with child training and shooting torpedoes not duel the most powerful force user and saber wielder in the galaxy.<br><br>This is just the start. If you liked this film I take your opinion of what entertainment to see as what to avoid since you can tolerate empty vacuous pieces of garbage and think it anything but worse than worthless. Everyone that was within 100 miles of something that had any part in making of this film should be ashamed of themselves and go become a sanitation worker then they would at least be productive when shoveling feces.<br><br>I will no longer watch any new Star Wars entertainment that have a release date after this and I would only think about it if people that wish the creators involved in this movie ceased to exist in time loved that future movie. Garbage. This was garbage. Star Wars: The Garbage Begins., 0.5,  Average J, https://www.rottentomatoes.com/user/id/977143634/, March 2 2018, N/A
 This script is just like episode 4. And in what world does a learner Jedi match a force seasoned Sith?, 2.0,  C S, https://www.rottentomatoes.com/user/id/977142980/, March 1 2018, N/A
 a good watch some new good characters enjoyed it well done disney, 4.0,  susan m, https://www.rottentomatoes.com/user/id/977108709/, March 1 2018, N/A
 Han Solo dies. I was sad. Great movie., 5.0,  Milo P, https://www.rottentomatoes.com/user/id/977177818/, March 21 2018, N/A
 The Force Awakens brings back the series to its former glory and stature by adding in both iconic characters and new characters in an action-packed humorous sci-fi picture filled with crisp visuals and memorable moments., 4.0,  , https://www.rottentomatoes.com/user/id/977149499/, March 21 2018, N/A
 Jar Jar Abrams made another turd remake but at least this movie isn't as openly insulting to the fans as TLJ was. For that he gets an extra half star. This entire sequel trilogy is FUBAR., 1.5,  Edward B, https://www.rottentomatoes.com/user/id/805800773/, March 20 2018, N/A
 The biggest disappointment of my life, ,  Eric R, https://www.rottentomatoes.com/user/id/785281491/, March 20 2018, N/A
 This film is great in all of the following things: Acting visuals score costume design and screenplay. But all of that is ruined by J.J. Abrams lack of storytelling. No originality whatsoever it literally copied everything from Episode 4. At least Episode 1 as terrible as it was had an original story. But still Force Awakens offers up a good amount of action and comedy to make it a very good movie., 3.5,  Smith T, https://www.rottentomatoes.com/user/id/977170552/, March 19 2018, N/A
 A very fun film with some great performances especially by Harrison Ford. It's very nostalgic whilst introducing just enough new aspects to keep it interesting. 9/10, 4.5,  Sausage C, https://www.rottentomatoes.com/user/id/977172657/, March 19 2018, N/A
 Reviewed 12.14.17. Another Death Star? Really another darn Death Star? The lack of originality in the script would be enough alone to sink most movies. Yet it survives and dare I say even thrives. Why? A combination of deep nostalgia and excellent pacing. For every moment where I cringed (hokey usage of previous Star War's lines implausible relocation of characters from frame to frame and oh did I mention a THIRD DEATH STAR?!) there was something funny or amusing. For a viewer new to the series it might not resonate. But for the initiated the melding together of past and present characters is a rare treat not often afforded movies separated by over three decades.. If you experienced Star Wars as a child it's an entertaining trip down memory lane., 3.0,  Movie M, https://www.rottentomatoes.com/user/id/975953894/, March 18 2018, N/A
 Back and bland.<br><br>This is less sequel and more setting the universe back up., 3.0,  andrew c, https://www.rottentomatoes.com/user/id/901313015/, March 18 2018, N/A
 STAR WARS IS RUINED., 0.5,  Nick B, https://www.rottentomatoes.com/user/id/977095747/, March 18 2018, N/A
 The editing looks some curious the ships are completely the same 30 years later except from the color the story looks promising I hate Maz Kanata so much same with Finn also is incredible that the first order exist while the republic is operational and the only thing to fighted be the resistance that is basically the same rebellion the action is the same to the first trilogy Kylo Ren it seems not so in the dark side captain phasma is a terrible character it does nothing more than send Finn to her division for helmet removal the death of Han Solo was sad is incredible that a girl that not had any training can defeat a man that has trained almost all his life and worst than that not attack without any explanation an interesting film with a lot of flaws, 0.5,  , https://www.rottentomatoes.com/user/id/977171885/, March 18 2018, N/A
 This movie killed the franchise. Stupid. does not follow lore. Mary sue. SJW.. garbage.. I WANTED to even just like this. It's crap.. better than Jedi oh yea. but crap.., 0.5,  Fordge P, https://www.rottentomatoes.com/user/id/974947969/, March 18 2018, N/A
 Don't have a clue how it has been rated so high. The movie seemed very slapped together with terrible actor choices for characters. Nothing against Adam Driver but when he removed his mask as Kylo Renn I literally could not stop laughing dude looks much more like a Geek Squad member than a sith lord. Also an example of the plot being slapped together is how Rey somehow is a badass overnight when in the past we see Luke Skywalker and even the badass Darth Vader spent years mastering their skills and abilities. If you must watch it do so while doing homework or chores around the house so you don't completely waste your time., 1.0,  Ryan W, https://www.rottentomatoes.com/user/id/977170959/, March 17 2018, N/A
 Wow! there is hope for humanity after all! What a great start to a new series. I may be crushing on Daisy Ridley just wish I was 40 years younger!, 5.0,  W H, https://www.rottentomatoes.com/user/id/977170149/, March 17 2018, N/A
 To much action scenes not enough storyline., 2.0,  Christian W, https://www.rottentomatoes.com/user/id/941965989/, March 17 2018, N/A
 Capturing the old Star Wars vibe cantina and all this movie continues the saga with an amazing start. Rey played by Daisy Ridley steals the show in this film followed in a close second by Harrison Ford's Han Solo the same as ever. Adam Driver and John Boyega also deliver some good performances as side characters in the movie but they play their roles very well. Oscaar Isaac has a very small role in this and while it is small he is very noteworthy in those moments. I highly recommend this movie to any Star Wars fan and casual movie goer., 4.0,  Josh K, https://www.rottentomatoes.com/user/id/931853787/, March 16 2018, N/A
 I like this MOVIE. It set it up for a great way to extend the UNIVERSE but then it got ruined by the feminine activist Kathleen Kennedy in the last JEDI. Boo DISNEY, 5.0,  Allan%20 R, https://www.rottentomatoes.com/user/id/977165995/, March 15 2018, N/A
 A nice step away from the prequels. Film looks and sounds beautifully well made, 4.0,  RandomWhiterun g, https://www.rottentomatoes.com/user/id/977165399/, March 15 2018, N/A
